perm_id	fragment_length	enrichment_null
27	90	1.4136731611906723
27	100	1.0070448919049408
27	110	0.9566974797892112
27	120	0.9450235267480089
28	70	0.4321458766993191
28	80	0.6277674141088739
28	90	0.7006822035246796
28	100	0.8001386015896452
28	110	0.8620435990451345
28	120	0.8929763608976646
29	70	1.9888096844557535
29	80	2.1104003310717094
29	90	1.5103294206421167
29	100	1.1941152629023164
29	110	1.17163319468512
29	120	1.1195187864183007
30	70	2.093539540878754
30	80	1.4328594834282824
30	90	1.2284760108470136
30	100	1.2021538371925284
30	110	1.0725691858825623
30	120	1.045926082785931
31	70	2.9705063519849024
31	80	1.5647234594233774
31	90	0.9539330619331
31	100	0.9721122533839407
31	110	0.9650760082441378
31	120	0.9504830165372103
32	70	0.3394589619577039
32	80	0.5487459462850777
32	90	0.749130896640828
32	100	0.8578582545651093
32	110	0.9096301584217612
32	120	0.958476633270773
33	70	1.6464047857467274
33	80	1.7244047132112343
33	90	1.7019479984798984
33	100	1.4817493843937057
33	110	1.362241342089957
33	120	1.277422400127834
34	70	1.2692826037950737
34	80	0.9779962607624256
34	90	0.9133869975223269
34	100	1.0443907597219564
34	110	1.0495696262904641
34	120	1.030710936039172
35	70	1.6020746160620989
35	80	1.0702161973545692
35	90	1.0368952193979517
35	100	1.0890772722717776
35	110	1.0740626765349979
35	120	1.1058659513304305
36	70	0.6035214061754811
36	80	0.5950373570466669
36	90	0.717924170724057
36	100	0.9181231806820602
36	110	0.9506033932583742
36	120	1.0150408944395053
37	70	1.6930111674614186
37	80	1.6248868350822887
37	90	1.4818366788401867
37	100	1.2821323002231244
37	110	1.2591975128796378
37	120	1.2044506647044249
38	70	1.5825336899452591
38	80	1.505253511809447
38	90	1.4660523962914267
38	100	1.3573318040520652
38	110	1.3210167956954844
38	120	1.2688677243216857
39	70	1.61474623862022
39	80	1.4932825900198674
39	90	1.3035844484486847
39	100	1.132748265455605
39	110	1.0937071471877997
39	120	1.103286080729973
40	70	2.1355272109620786
40	80	1.1813132078591935
40	90	1.1943695596181183
40	100	1.1442284024734666
40	110	1.1543729874310389
40	120	1.1180238579464672
41	70	2.8456605287343226
41	80	1.6540512604022406
41	90	1.1526364173299264
41	100	1.2184742441691279
41	110	1.2043180067709764
41	120	1.1772874267480633
42	70	1.1051749248789888
42	80	1.0009449282260703
42	90	0.9720192901014253
42	100	0.9756849691625462
42	110	0.9799558483156656
42	120	0.9725497739368618
43	70	1.8392001652220709
43	80	1.0535076703103297
43	90	0.9652446604644154
43	100	1.0070281008500903
43	110	0.9883402745451744
43	120	0.9926979290749839
44	70	1.949449307713593
44	80	1.3349394020614258
44	90	1.2071928700361647
44	100	0.9688178429669558
44	110	0.9812002948179714
44	120	0.9676251977142233
45	70	0.6334236100735466
45	80	0.9795840891803418
45	90	1.0503716393671763
45	100	0.8854386875907344
45	110	0.9043934988816255
45	120	0.9319310994627341
46	70	1.457946029496091
46	80	1.2079210174280592
46	90	1.2764476189529148
46	100	1.2442445105448101
46	110	1.212564971094762
46	120	1.2095744872192764
47	70	2.0408434638584545
47	80	1.6478103391193748
47	90	1.3888809648947333
47	100	1.486360836207613
47	110	1.4434095180041713
47	120	1.3153623171835647
48	70	2.5812243947587517
48	80	1.53063418923681
48	90	1.0789966193579736
48	100	0.9110537874513657
48	110	0.9291818917784503
48	120	0.9066384861570613
49	70	0.6087574101696563
49	80	0.9057595200170404
49	90	0.9121805029487938
49	100	0.903974927926679
49	110	0.9358279401495634
49	120	0.9409895796934392
50	70	0.6887508563252238
50	80	0.6675284592585835
50	90	0.6690796555485615
50	100	0.6564373996777818
50	110	0.7175943275452105
50	120	0.7568125774876728
51	70	1.8599316366086547
51	80	0.9369018936999738
51	90	0.9282327944709745
51	100	0.9148633223368546
51	110	0.9360922461082664
51	120	0.9477875038162377
52	70	0.48119805299505136
52	80	0.5431769654463867
52	90	0.7673556466726535
52	100	0.8417904851816695
52	110	0.9220693778844141
52	120	0.9965889484655824
53	70	2.249440167545749
53	80	1.8773316796328425
53	90	1.3077496052120121
53	100	1.255576410567189
53	110	1.1742049051924857
53	120	1.0950499633818298
54	70	2.496807198261634
54	80	1.447575434621421
54	90	1.0820451601747338
54	100	1.0208490292162602
54	110	0.994330190872692
54	120	0.9884405283686067
55	70	1.131057862901058
55	80	0.8731253594466027
55	90	0.9505230712315176
55	100	0.988653370303282
55	110	0.9670433932725729
55	120	0.9829462499797338
56	70	0.6256683839897398
56	80	0.7678238346938794
56	90	0.7876207912313833
56	100	0.9178469549627983
56	110	0.9240543931300161
56	120	0.9280759892448958
57	70	0.5760666327837694
57	80	0.9129900168615236
57	90	1.244194633628118
57	100	1.2543627626816751
57	110	1.268290633568158
57	120	1.2813440799175229
58	70	1.4714225264104108
58	80	1.6559368941642538
58	90	1.3180072521291062
58	100	1.2793304471675682
58	110	1.2269314911256297
58	120	1.133213437085289
59	70	2.2501648009739585
59	80	1.425376028911686
59	90	1.0238953275920772
59	100	0.9222792019097505
59	110	0.9059247411229777
59	120	0.9155848008744475
60	70	0.3919231539349104
60	80	0.5278896936668782
60	90	0.6002724129957608
60	100	0.7501547789520142
60	110	0.7800714940022226
60	120	0.8337739169152545
61	70	0.32909776181356765
61	80	0.42397565854987485
61	90	0.7286347843348243
61	100	0.8129811492798258
61	110	0.8569244237873818
61	120	0.9247189365695274
62	70	0.9677591763274769
62	80	1.0360355817968756
62	90	1.099519411388509
62	100	1.071305883401444
62	110	0.9906377295239501
62	120	0.9839022447152044
63	70	1.369725776231006
63	80	1.0351898987891128
63	90	0.9739238652181872
63	100	1.072785556726315
63	110	1.0751426136792779
63	120	1.07590545281116
64	70	1.052904765759117
64	80	1.2196877667215478
64	90	1.1824225196169553
64	100	1.1003255516942267
64	110	1.0562784785127242
64	120	1.0303206488918042
65	70	0.43339276151835787
65	80	0.7478001911565492
65	90	1.0762784427152499
65	100	1.152271777707221
65	110	1.2584358385912273
65	120	1.2700850812514
66	70	0.4167026509702017
66	80	0.7240590900282028
66	90	1.0235310834185252
66	100	1.179303812727652
66	110	1.1767917374531212
66	120	1.2138762159168714
67	70	1.0423983046733363
67	80	1.0842489181395598
67	90	0.9903771863888159
67	100	1.0260460962782298
67	110	1.0041539531320178
67	120	0.9713174927045332
68	70	0.6939402542536101
68	80	0.7638288875175282
68	90	1.0151477987594335
68	100	0.9510366692635788
68	110	0.9881765096778165
68	120	1.0240337294250375
69	70	1.8669064384424172
69	80	1.4931624185496513
69	90	1.5303903696280678
69	100	1.4267381732326356
69	110	1.385623650111905
69	120	1.3187794050652157
70	70	0.6558182334213054
70	80	1.0035261441976981
70	90	1.1073303468393896
70	100	1.235451667568345
70	110	1.2162927335096991
70	120	1.207788220643254
71	70	1.107712471970101
71	80	0.9255297040176688
71	90	1.0503948230367461
71	100	1.0364021834795971
71	110	1.0374092442685996
71	120	1.0299639556124838
72	70	0.765426315822122
72	80	0.9545347733575802
72	90	1.1279948680591265
72	100	1.1477639212713318
72	110	1.2011341874505777
72	120	1.1824502634937357
73	70	0.883921874034317
73	80	0.8815516375894975
73	90	0.866771250751215
73	100	0.8322721871494481
73	110	0.8139012870357004
73	120	0.8337844568217782
74	70	0.9779920866807212
74	80	1.1125567578981004
74	90	0.971358370728366
74	100	0.9175261257278278
74	110	0.874945028256368
74	120	0.8775926988468631
75	70	2.0522970429107716
75	80	2.069280100798109
75	90	1.782733147538927
75	100	1.6350526308649738
75	110	1.3946288900443784
75	120	1.305316127719145
76	70	0.3169469392605506
76	80	0.5717473233528769
76	90	0.785685036944656
76	100	0.9227865724818002
76	110	0.9080864083286919
76	120	0.9358881045489528
77	70	1.5688971688894087
77	80	1.024847380536129
77	90	0.9320560738857138
77	100	1.0524399498264578
77	110	0.9817008225263952
77	120	0.9465717540922621
78	70	0.9890172781988603
78	80	1.210203906680896
78	90	1.2135698780636357
78	100	1.338652011848317
78	110	1.268962251088916
78	120	1.2158669833828897
79	70	0.37897906226007066
79	80	0.6703471932155721
79	90	0.9684896943931476
79	100	1.027881983460693
79	110	1.0832945378263834
79	120	1.1444392827571708
80	70	1.412713585824331
80	80	1.4832569255785255
80	90	1.4003289185189887
80	100	1.2805336934755704
80	110	1.2181781730471244
80	120	1.171460814551742
81	70	1.8503164133750898
81	80	1.174046746619467
81	90	1.0310758830495728
81	100	0.8676683748778956
81	110	0.8403892110771947
81	120	0.8439247511478222
82	70	1.84559158726779
82	80	1.8957265732651192
82	90	1.353880981070052
82	100	1.389684727736679
82	110	1.2225183278312282
82	120	1.1540815696656372
83	70	0.6523767083829578
83	80	0.8414687173029403
83	90	0.7538680234952991
83	100	0.7395934660846151
83	110	0.7818549079333696
83	120	0.7996590423399877
84	70	1.5610312528106507
84	80	1.7394147605510097
84	90	1.2243658740670882
84	100	1.0607858676762467
84	110	1.0386934655885964
84	120	0.9792592708714026
85	70	0.5596433378497706
85	80	0.7623930712670371
85	90	0.7812247203257323
85	100	0.9574934101122089
85	110	0.9834509023025184
85	120	0.9731537867096673
86	70	0.5299056244162835
86	80	0.7544106375459897
86	90	0.7732056444490047
86	100	0.7537902151593224
86	110	0.7624985391291973
86	120	0.7874066829297444
87	70	0.48700566811415275
87	80	0.6054689871520612
87	90	0.6539458392486277
87	100	0.7459424396339883
87	110	0.8008434663579285
87	120	0.8569467031758228
88	70	1.314798064332365
88	80	0.926009701666532
88	90	0.9365759567382902
88	100	1.0718192340286579
88	110	1.0090075319598
88	120	1.009375670305159
89	70	0.3918200914722102
89	80	0.4497807135066426
89	90	0.6701259601746264
89	100	0.880083743848779
89	110	0.9798323902007264
89	120	1.0572365801460513
90	70	1.8621162207040978
90	80	1.3421702846415215
90	90	1.199327216557678
90	100	1.100510653373435
90	110	1.1325614778571125
90	120	1.1310645780450823
91	70	1.149125670702182
91	80	1.2495004594045054
91	90	1.3299733007347714
91	100	1.116021425501796
91	110	1.1069086059750473
91	120	1.0902347249857152
92	70	1.4486889147973572
92	80	1.5199085277525726
92	90	1.1982620320503963
92	100	1.317755278995873
92	110	1.2360393399832834
92	120	1.1840470535428145
93	70	1.3678200673606555
93	80	1.0937459125443862
93	90	1.1071346882268494
93	100	1.0180862437185525
93	110	0.9969980074678418
93	120	1.017170963724789
94	70	2.0379102302527534
94	80	1.785491164211078
94	90	1.875850318145798
94	100	1.3184212939008484
94	110	1.2620014526187493
94	120	1.2133687531502266
95	70	1.1941884819037194
95	80	0.9355229026380182
95	90	0.9306267001213048
95	100	1.0299879613012248
95	110	1.0024243058958877
95	120	1.0012149898064742
96	70	1.4721504815475108
96	80	1.3591923758350217
96	90	1.427701039477174
96	100	1.384577404690632
96	110	1.3168484955334088
96	120	1.2684833893721836
97	70	1.3588000491095986
97	80	1.0775450239255437
97	90	0.8356177819650411
97	100	0.8389609687121856
97	110	0.8400887223267405
97	120	0.815499253984905
98	70	0.43724349797232875
98	80	0.556757641262729
98	90	0.7813897075214453
98	100	0.815168366997241
98	110	0.9160488405557933
98	120	0.992048485289636
99	70	0.8641051782402044
99	80	1.0615298156200543
99	90	1.3897145841048582
99	100	1.2923609351344298
99	110	1.284609806616561
99	120	1.2492804910946618
100	70	1.8734216359285962
100	80	2.18600728236166
100	90	1.65425731479939
100	100	1.3155473180376445
100	110	1.2268193123273572
100	120	1.1491820623507027
101	70	2.4486650454145886
101	80	1.6836353458500828
101	90	1.6305964954198027
101	100	1.4500931316959085
101	110	1.3164164344172
101	120	1.2507624143629499
102	70	1.738255501336017
102	80	1.1756801192884745
102	90	0.9261539825036769
102	100	0.8223200214485346
102	110	0.8011663035621653
102	120	0.816514044508462
103	70	2.8451637481594187
103	80	2.321105118422087
103	90	1.3319394470092794
103	100	1.1437445965236788
103	110	1.063599423083143
103	120	1.0246199007274117
104	70	0.6307091733092443
104	80	0.8804168865299955
104	90	0.9379356329613204
104	100	0.9972793273325037
104	110	1.0612344374475584
104	120	1.0754344303814452
105	70	0.372665669318729
105	80	0.4501346216123789
105	90	0.5542208022300151
105	100	0.7137232026786873
105	110	0.7520360356652336
105	120	0.7888726879527425
106	70	0.6711854015684084
106	80	0.5936367215638815
106	90	0.7258907290644143
106	100	0.916280845055986
106	110	0.9630500618275463
106	120	0.97383260545565
107	70	1.2148512250825738
107	80	0.9204575177385929
107	90	0.7773537694226909
107	100	0.7349617882559275
107	110	0.7667325145393304
107	120	0.776503068581036
108	70	1.6629183513219465
108	80	1.813232608232456
108	90	1.5445851040050043
108	100	1.6504844366390397
108	110	1.4683490788388018
108	120	1.3797835266397374
109	70	0.7270753361320997
109	80	0.6342533608529335
109	90	0.7424442391660143
109	100	0.8038657675458876
109	110	0.8324360597974578
109	120	0.8720331244232029
110	70	0.469892870316585
110	80	0.6654006199438232
110	90	0.9178192888924958
110	100	0.9859412129124978
110	110	1.0137537021597878
110	120	1.0367174257589484
111	70	0.5141583681565332
111	80	0.7055744057031852
111	90	0.9661093547604798
111	100	1.178220206762779
111	110	1.2440756013083427
111	120	1.270588339613425
112	70	2.6569378240620156
112	80	1.664787023289238
112	90	1.2684929826432654
112	100	1.2814745718374956
112	110	1.2163512214389505
112	120	1.1491205498864872
113	70	0.37025582520928363
113	80	0.369080892310438
113	90	0.6111553244960234
113	100	0.6742697097591692
113	110	0.7335875822977778
113	120	0.7695562207387521
114	70	0.4330905732647943
114	80	0.6614150896765891
114	90	0.8647024955728527
114	100	0.8697991363096756
114	110	0.9636513132808118
114	120	1.0146625791136394
115	70	1.3925101847821924
115	80	1.5964840084391407
115	90	1.6174730357020168
115	100	1.3445534443367302
115	110	1.2991851290832181
115	120	1.223087144774081
116	70	1.5220154376752653
116	80	1.1046368272926914
116	90	0.8897244606081683
116	100	0.856339013154741
116	110	0.8340902362723228
116	120	0.8397807404693141
117	70	0.5105499063306038
117	80	0.5657080361241498
117	90	0.7116348632054462
117	100	0.6960568739293356
117	110	0.7494399334842747
117	120	0.7910905732355886
118	70	1.038686640277722
118	80	0.9576158679885098
118	90	1.0448045518565998
118	100	1.2046607399926037
118	110	1.1591557789551434
118	120	1.1299302922222119
119	70	0.9223118871517086
119	80	1.0623322298536289
119	90	1.274193769069315
119	100	1.0767917895833867
119	110	1.000495875842561
119	120	0.98415337028659855
120	70	0.5766127197237255
120	80	0.8234293315588984
120	90	1.1223534141575588
120	100	1.0913141105490438
120	110	1.134516260239179
120	120	1.1218031844147014
121	70	0.9093009936200979
121	80	1.0543437800490139
121	90	1.0800811085741655
121	100	1.072284610694316
121	110	1.0467830903980102
121	120	1.0428152227783067
122	70	0.5462176541499167
122	80	0.7734567183152884
122	90	0.9898609445307989
122	100	0.9776751546129916
122	110	1.00563846347221
122	120	1.0390225747797337
123	70	1.4869720674237707
123	80	0.915571585712781
123	90	0.754526527520895
123	100	0.691559883905143
123	110	0.6843541307922656
123	120	0.684738728213417
124	70	0.5954611234437956
124	80	0.737392935502578
124	90	0.9477988964407018
124	100	0.927665952151765
124	110	0.9523126272187895
124	120	0.9816445684896283
125	70	2.355831843243292
125	80	1.566385234892668
125	90	1.2778909475465423
125	100	1.2122232235333021
125	110	1.0844114290382119
125	120	1.0544749454480946
126	70	0.45761066216807295
126	80	0.7539913370989132
126	90	0.9002393831471353
126	100	1.0193565974117715
126	110	1.083872806240322
126	120	1.0938487823473861
127	70	1.1676677045004347
127	80	0.9944926659612099
127	90	0.9549813853284006
127	100	1.0261217505014368
127	110	1.0079420883036414
127	120	1.0068424141179964
128	70	1.5082687640481243
128	80	1.7931426085551114
128	90	1.5741553974667895
128	100	1.356103221097431
128	110	1.2395547851789326
128	120	1.1544206797402212
129	70	1.7803850080295427
129	80	1.052781942685105
129	90	1.0161735254222166
129	100	1.1420095526584333
129	110	1.1147855235018784
129	120	1.126240777372901
130	70	0.5502660187729405
130	80	0.8556703084146184
130	90	1.0855919855451244
130	100	1.0824789225474905
130	110	1.1507099847378097
130	120	1.1517540199172867
131	70	1.1048890768623665
131	80	1.0448000626853788
131	90	1.1215550919777284
131	100	1.1358158959320166
131	110	1.0905571908462475
131	120	1.0416089912620903
132	70	1.76471484109739
132	80	1.533273451777017
132	90	0.9841042234675624
132	100	1.092785862205818
132	110	1.0340393339297196
132	120	1.0000737507302544
133	70	1.7681954204396133
133	80	1.358321799038075
133	90	1.2455027775631196
133	100	1.0868268812784216
133	110	1.020634716047788
133	120	1.0369471186412769
134	70	1.5287873309482924
134	80	1.7065019523720915
134	90	1.2769305029444618
134	100	1.103789903991122
134	110	1.080754453618664
134	120	1.0530799112552167
135	70	1.103884140516249
135	80	0.8180449291152625
135	90	0.8804993727422485
135	100	0.8133059433656123
135	110	0.8341290134979555
135	120	0.8553218043886359
136	70	3.83664893722242
136	80	3.0770481149182722
136	90	1.9361242587691523
136	100	1.5710895932781177
136	110	1.4991586296998753
136	120	1.3960899330456695
137	70	2.035664136373703
137	80	1.756260274456353
137	90	1.245496177425879
137	100	1.249719969056096
137	110	1.1710686723364983
137	120	1.1384351689132994
138	70	1.159780004253125
138	80	0.8366342075198827
138	90	0.9329260630878577
138	100	0.9960180216886187
138	110	1.0239315291841162
138	120	1.0615380611295808
139	70	1.796662187023204
139	80	1.2553210903395084
139	90	1.0548555980381382
139	100	1.0502367252647011
139	110	1.069280376895262
139	120	1.0687424229683777
140	70	0.7281932219440802
140	80	1.0585590824947497
140	90	0.8846616450245687
140	100	0.8152255110819325
140	110	0.8680808257718171
140	120	0.8959863024346748
141	70	3.5817684034098507
141	80	1.716634472531189
141	90	1.8056473081036906
141	100	1.2399112321112988
141	110	1.216313593424316
141	120	1.194726431239844
142	70	1.297287280449499
142	80	0.9726478973423729
142	90	1.0104042519251637
142	100	1.119992579372789
142	110	1.0843816462083706
142	120	1.0917926773258735
143	70	0.39033118810729633
143	80	0.5710037969998684
143	90	0.7305517715425772
143	100	0.9069653681413284
143	110	0.9470388360074287
143	120	0.9645671490534811
144	70	4.462612831241016
144	80	2.5261111249645025
144	90	1.4272711875581698
144	100	1.1837121623910538
144	110	1.1261080097374288
144	120	1.0538362223320878
145	70	0.7099511567850186
145	80	0.9773558889727192
145	90	1.0925772705490018
145	100	0.981124489031661
145	110	1.0005037726749182
145	120	1.0302136700953304
146	70	1.1952091494087327
146	80	1.0735613568552709
146	90	1.1737010316646659
146	100	1.328142633429246
146	110	1.2722546904757248
146	120	1.2136385833187882
147	70	0.6937107267757743
147	80	0.763553260735204
147	90	0.888247594329033
147	100	1.0643525096398616
147	110	1.1425075559729223
147	120	1.1694082075666279
148	70	0.560107112841484
148	80	0.8231709612553577
148	90	1.0501676904715547
148	100	1.274934172984334
148	110	1.3232641199561035
148	120	1.3201928106584049
149	70	0.6317415662710069
149	80	0.7499225127604284
149	90	1.0089397435868086
149	100	0.8940544612505552
149	110	0.892139718751842
149	120	0.9316769106166292
150	70	1.8743983866755585
150	80	1.3066660664899319
150	90	1.190995047015459
150	100	1.0178593099754885
150	110	1.0190119659353412
150	120	1.0154269518253274
151	70	0.6698336879538639
151	80	0.6625294042709007
151	90	0.8532222721519028
151	100	0.9493536818021525
151	110	1.0076887160775896
151	120	1.064394614179474
152	70	3.2386464082631963
152	80	1.3538514210278778
152	90	0.9969810777378791
152	100	1.000895985275673
152	110	0.9519726124632875
152	120	0.927782571867261
153	70	0.7457826936022205
153	80	0.8431592703236358
153	90	0.8086618393222713
153	100	0.839646727778546
153	110	0.8847482385545271
153	120	0.8949026699048765
154	70	0.4619392466718756
154	80	0.7623539225098823
154	90	1.0486982198019446
154	100	0.9564505065491641
154	110	1.0139678604498146
154	120	1.0642083547887862
155	70	2.279174440375308
155	80	1.4841912867142264
155	90	1.28980712791969
155	100	1.0231334893372417
155	110	1.0176905657379416
155	120	0.9958747621792082
156	70	2.5661534229648804
156	80	1.5871501402687453
156	90	1.2894739142144989
156	100	1.2303134232804527
156	110	1.1960408126843785
156	120	1.1431912290042294
157	70	1.4899742950916637
157	80	1.55539434783841
157	90	1.1830956664172894
157	100	1.094732571734876
157	110	1.0759870923998356
157	120	1.0481723421959224
158	70	0.27894124618161326
158	80	0.4618910049905291
158	90	0.6436812325038146
158	100	0.8339918798447186
158	110	0.8827031368695674
158	120	0.9439240163858005
159	70	0.5490459376447681
159	80	0.5264176830011451
159	90	0.5957444287707715
159	100	0.6605113948225119
159	110	0.6883557147531258
159	120	0.7460414840093487
160	70	0.9117838799527755
160	80	1.098727736813888
160	90	1.104967113773744
160	100	1.0134239707026993
160	110	1.0199378902568812
160	120	1.0142829950107843
161	70	1.404548181632441
161	80	1.0722505611771116
161	90	0.9747281171014806
161	100	0.8873479449051371
161	110	0.8857088344214626
161	120	0.8958949111241264
162	70	1.004653503692745
162	80	1.2103688609482823
162	90	1.346478110463458
162	100	1.361301089450963
162	110	1.350252686105998
162	120	1.2859070911837909
163	70	1.8856050798066633
163	80	1.970244879657266
163	90	1.3269569934179777
163	100	1.2362358122220503
163	110	1.1681930673011949
163	120	1.125441240572874
164	70	2.2017404590097405
164	80	1.8473373698725415
164	90	1.4014892222115605
164	100	1.3616864341683788
164	110	1.2640481999706827
164	120	1.2153153145902336
165	70	0.3167155557392992
165	80	0.5742041205371019
165	90	0.8349253889880945
165	100	0.8352513159314904
165	110	0.9051725008541545
165	120	0.9427852831881856
166	70	1.3601542510349942
166	80	1.4089805214275075
166	90	1.1905605141737503
166	100	1.1200169058058087
166	110	1.078418993347615
166	120	1.0677224857263978
167	70	1.9054001056997572
167	80	1.6207169722939252
167	90	1.0596511610924306
167	100	1.0386866323972963
167	110	0.9592997067843778
167	120	0.9253224366917412
168	70	1.2079658177710328
168	80	0.996944702935323
168	90	1.2419025572422613
168	100	1.2451207482683548
168	110	1.2560398979874485
168	120	1.2475287245900535
169	70	1.4427053973659012
169	80	1.3181065306746431
169	90	1.1817011736315266
169	100	1.0769665725477222
169	110	0.9840390669437257
169	120	0.9520482599471874
170	70	1.4559007254602774
170	80	1.2729798091678501
170	90	0.9966914143026986
170	100	0.8487030855892962
170	110	0.856263694155387
170	120	0.8351026873868471
171	70	1.0379931602028167
171	80	0.8188171187571734
171	90	0.8120460616693835
171	100	0.9619978657945564
171	110	0.9684629935128592
171	120	0.9707391643603837
172	70	1.9632336267855381
172	80	1.200264566980302
172	90	0.8723923933281091
172	100	0.8607726062331211
172	110	0.8819519667004239
172	120	0.8905034006317808
173	70	0.8306810115019632
173	80	1.1496266327078624
173	90	0.9984250133602774
173	100	0.9728647030941008
173	110	0.9741828884013853
173	120	0.9838458500224265
174	70	1.195292362316896
174	80	1.1998389813053827
174	90	1.12617941477699
174	100	1.2193603533917636
174	110	1.1309254884001594
174	120	1.1227710038945091
175	70	1.1844660324337386
175	80	0.9275338702611146
175	90	1.0511729733002126
175	100	0.9618489722057464
175	110	1.0161090300240085
175	120	1.074414130023338
176	70	0.7820847622079884
176	80	0.9142622630056592
176	90	0.9659336865767795
176	100	0.9161178841164346
176	110	0.9181230913476873
176	120	0.924585498741444
177	70	0.6623112154366992
177	80	0.9133078239193256
177	90	0.7852405521262302
177	100	0.7793321092771334
177	110	0.8362032148529142
177	120	0.8473075249757527
178	70	1.6744388243344415
178	80	1.2821051235632583
178	90	0.9884938324466414
178	100	0.7514401958912942
178	110	0.7228922828836678
178	120	0.7093955252266649
179	70	0.5710214965147498
179	80	0.510183701138914
179	90	0.6858268858798955
179	100	0.8622494802053801
179	110	0.9210731683797091
179	120	0.9430352167057474
180	70	0.6064083634593366
180	80	0.7849882009094848
180	90	0.9026043956491044
180	100	0.8158484123725456
180	110	0.8421822682153904
180	120	0.862233045447719
181	70	1.9704432256868119
181	80	1.4077611224860302
181	90	1.1951569829125521
181	100	0.9609465284662397
181	110	0.9330778274478165
181	120	0.9240551017589614
182	70	1.2169851282991084
182	80	1.383590818116064
182	90	1.4824695011354247
